LISTA;empresa;caregoria;codigo;titulo; P.V.P  ACT. ; NUEVO P.V.P ; INCREMENTO ; % INCREMENTO ;; CONSE ; PRECIO NUEVO ;
NO CATALOGO;4;ELT;19137S;STUDENT B.P. GATEWAY A1+ 2nd EDIT.; 125.000,00 ; 137.500,00 ; 12.500,00 ; 0,10 ;#�REF!; 2.100,00 ; 143.900 ;
NO CATALOGO;4;ELT;19137W;WORKBOOK GATEWAY  A1+     2nd EDITION; 73.000,00 ; 80.300,00 ; 7.300,00 ; 0,10 ;#�REF!; 2.101,00 ; 83.900 ;
NO CATALOGO;4;ELT;19138S;STUDENT B.P. GATEWAY A2. 2nd EDIT.; 125.000,00 ; 137.500,00 ; 12.500,00 ; 0,10 ;#�REF!; 2.102,00 ; 143.900 ;
NO CATALOGO;4;ELT;19138W;WORKBOOK GATEWAY  A2       2nd EDITION; 73.000,00 ; 80.300,00 ; 7.300,00 ; 0,10 ;#�REF!; 2.103,00 ; 83.900 ;
NO CATALOGO;4;ELT;19139S;STUDENT B.P. GATEWAY B1. 2nd EDIT.; 125.000,00 ; 137.500,00 ; 12.500,00 ; 0,10 ;#�REF!; 2.104,00 ; 143.900 ;
NO CATALOGO;4;ELT;19140S;STUDENT B.P. GATEWAY B1+ 2nd EDIT.; 120.000,00 ; 132.000,00 ; 12.000,00 ; 0,10 ;#�REF!; 2.105,00 ; 138.900 ;
NO CATALOGO;4;ELT;19140W;WORKBOOK GATEWAY  B1+     2nd EDITION; 73.000,00 ; 80.300,00 ; 7.300,00 ; 0,10 ;#�REF!; 2.106,00 ; 83.900 ;
NO CATALOGO;4;ELT;19141S;STUDENT B.P. GATEWAY B2. 2nd EDIT.; 125.000,00 ; 137.500,00 ; 12.500,00 ; 0,10 ;#�REF!; 2.107,00 ; 143.900 ;
NO CATALOGO;4;ELT;19141W;WORKBOOK GATEWAY  B2      2nd EDITION; 73.000,00 ; 80.300,00 ; 7.300,00 ; 0,10 ;#�REF!; 2.108,00 ; 83.900 ;
NO CATALOGO;4;ELT;19142S;STUDENT B.P. GATEWAY B2+ 2nd EDIT.; 125.000,00 ; 137.500,00 ; 12.500,00 ; 0,10 ;#�REF!; 2.109,00 ; 143.900 ;
NO CATALOGO;4;ELT;19142W;WORKBOOK GATEWAY  B2+     2nd EDITION; 73.000,00 ; 80.300,00 ; 7.300,00 ; 0,10 ;#�REF!; 2.110,00 ; 83.900 ;
NO CATALOGO;4;ELT;19191P;HAPPY CAMPERS LEVEL 1 STUDENT FLIPBOOK + SKILLS BOOK + PIN SIE  READER; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.111,00 ; 109.900 ;
NO CATALOGO;4;ELT;19191S;SKILL BOOK HAPPY CAMPERS 1; 15.000,00 ; 16.500,00 ; 1.500,00 ; 0,10 ;#�REF!; 2.112,00 ; 17.900 ;
NO CATALOGO;4;ELT;19192S;SKILL BOOK HAPPY CAMPERS 2; 15.000,00 ; 16.500,00 ; 1.500,00 ; 0,10 ;#�REF!; 2.113,00 ; 17.900 ;
NO CATALOGO;4;ELT;19193P;HAPPY CAMPERS LEVEL 3 STUDENT FLIPBOOK + SKILLS BOOK + PIN SIE  READER; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.114,00 ; 109.900 ;
NO CATALOGO;4;ELT;19193S;SKILL BOOK HAPPY CAMPERS 3; 15.000,00 ; 16.500,00 ; 1.500,00 ; 0,10 ;#�REF!; 2.115,00 ; 17.900 ;
NO CATALOGO;4;ELT;19194P;HAPPY CAMPERS LEVEL 4 STUDENT FLIPBOOK + SKILLS BOOK + PIN SIE  READER; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.116,00 ; 109.900 ;
NO CATALOGO;4;ELT;19194S;SKILL BOOK HAPPY CAMPERS 4; 15.000,00 ; 16.500,00 ; 1.500,00 ; 0,10 ;#�REF!; 2.117,00 ; 17.900 ;
NO CATALOGO;4;ELT;19195P;HAPPY CAMPERS LEVEL 5 STUDENT FLIPBOOK + SKILLS BOOK + PIN SIE  READER; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.118,00 ; 109.900 ;
NO CATALOGO;4;ELT;19195S;SKILL BOOK HAPPY CAMPERS 5; 15.000,00 ; 16.500,00 ; 1.500,00 ; 0,10 ;#�REF!; 2.119,00 ; 17.900 ;
NO CATALOGO;4;ELT;19211C;CLASS AUDIO CDs ACADEMY STARS 1  X 3; 36.000,00 ; 39.600,00 ; 3.600,00 ; 0,10 ;#�REF!; 2.120,00 ; 41.900 ;
NO CATALOGO;4;ELT;19211W;WORKBOOK ACADEMY STARS 1; 70.000,00 ; 77.000,00 ; 7.000,00 ; 0,10 ;#�REF!; 2.121,00 ; 80.900 ;
NO CATALOGO;4;ELT;19212C;CLASS AUDIO CDs ACADEMY STARS 2    (3 cd s); 36.000,00 ; 39.600,00 ; 3.600,00 ; 0,10 ;#�REF!; 2.122,00 ; 41.900 ;
NO CATALOGO;4;ELT;19212W;WORKBOOK ACADEMY STARS 2; 70.000,00 ; 77.000,00 ; 7.000,00 ; 0,10 ;#�REF!; 2.123,00 ; 80.900 ;
NO CATALOGO;4;ELT;19213C;CLASS AUDIO CDs ACADEMY STARS 3   (3 cd s); 36.000,00 ; 39.600,00 ; 3.600,00 ; 0,10 ;#�REF!; 2.124,00 ; 41.900 ;
NO CATALOGO;4;ELT;19213W;WORKBOOK ACADEMY STARS 3; 70.000,00 ; 77.000,00 ; 7.000,00 ; 0,10 ;#�REF!; 2.125,00 ; 80.900 ;
NO CATALOGO;4;ELT;19214C;CLASS AUDIO CDs ACADEMY STARS 4    (3 cd s); 36.000,00 ; 39.600,00 ; 3.600,00 ; 0,10 ;#�REF!; 2.126,00 ; 41.900 ;
NO CATALOGO;4;ELT;19214W;WORKBOOK ACADEMY STARS 4; 70.000,00 ; 77.000,00 ; 7.000,00 ; 0,10 ;#�REF!; 2.127,00 ; 80.900 ;
NO CATALOGO;4;ELT;19215C;CLASS AUDIO CDs ACADEMY STARS 5    (2 cd s); 36.000,00 ; 39.600,00 ; 3.600,00 ; 0,10 ;#�REF!; 2.128,00 ; 41.900 ;
NO CATALOGO;4;ELT;19215W;WORKBOOK ACADEMY STARS 5; 70.000,00 ; 77.000,00 ; 7.000,00 ; 0,10 ;#�REF!; 2.129,00 ; 80.900 ;
NO CATALOGO;4;ELT;19221W;WORKBOOK BEYOND A1+; 55.000,00 ; 60.500,00 ; 5.500,00 ; 0,10 ;#�REF!; 2.130,00 ; 63.900 ;
NO CATALOGO;4;ELT;19222W;WORKBOOK BEYOND A2; 55.000,00 ; 60.500,00 ; 5.500,00 ; 0,10 ;#�REF!; 2.131,00 ; 63.900 ;
NO CATALOGO;4;ELT;19223W;WORKBOOK BEYOND A2+; 55.000,00 ; 60.500,00 ; 5.500,00 ; 0,10 ;#�REF!; 2.132,00 ; 63.900 ;
NO CATALOGO;4;ELT;19224W;WORKBOOK BEYOND B1; 55.000,00 ; 60.500,00 ; 5.500,00 ; 0,10 ;#�REF!; 2.133,00 ; 63.900 ;
NO CATALOGO;4;ELT;19225W;WORKBOOK BEYOND B1+; 55.000,00 ; 60.500,00 ; 5.500,00 ; 0,10 ;#�REF!; 2.134,00 ; 63.900 ;
NO CATALOGO;4;ELT;19226W;WORKBOOK BEYOND B2; 55.000,00 ; 60.500,00 ; 5.500,00 ; 0,10 ;#�REF!; 2.135,00 ; 63.900 ;
NO CATALOGO;4;ELT;19230W;WORKBOOK GO BEYOND INTRO; 58.000,00 ; 63.800,00 ; 5.800,00 ; 0,10 ;#�REF!; 2.136,00 ; 66.900 ;
NO CATALOGO;4;ELT;19231W;WORKBOOK  GO BEYOND 1; 58.000,00 ; 63.800,00 ; 5.800,00 ; 0,10 ;#�REF!; 2.137,00 ; 66.900 ;
NO CATALOGO;4;ELT;19232W;WORKBOOK  GO BEYOND 2; 58.000,00 ; 63.800,00 ; 5.800,00 ; 0,10 ;#�REF!; 2.138,00 ; 66.900 ;
NO CATALOGO;4;ELT;19233W;WORKBOOK  GO BEYOND 3; 58.000,00 ; 63.800,00 ; 5.800,00 ; 0,10 ;#�REF!; 2.139,00 ; 66.900 ;
NO CATALOGO;4;ELT;19234W;WORKBOOK  GO BEYOND 4; 58.000,00 ; 63.800,00 ; 5.800,00 ; 0,10 ;#�REF!; 2.140,00 ; 66.900 ;
NO CATALOGO;4;ELT;19235W;WORKBOOK  GO BEYOND 5; 58.000,00 ; 63.800,00 ; 5.800,00 ; 0,10 ;#�REF!; 2.141,00 ; 66.900 ;
NO CATALOGO;2;ELT;2730(I);GUIA TIME 6 SIN CD-SIN FLASH CARD INCOMP; 63.000,00 ; 66.800,00 ; 3.800,00 ; 0,06 ;#�REF!; 1.288,00 ; 66.900 ;
NO CATALOGO;2;ELT;2730A;TIME FOR LEARNING 6 TEXTO; 63.000,00 ; 66.800,00 ; 3.800,00 ; 0,06 ;#�REF!; 1.289,00 ; 66.900 ;
NO CATALOGO;4;ELT;45000A;PICTURE CARDS ENG. TRAVELS S.L. A; 44.000,00 ; 48.400,00 ; 4.400,00 ; 0,10 ;#�REF!; 2.142,00 ; 50.900 ;
NO CATALOGO;4;ELT;45000B;PICTURE CARDS ENG. TRAVELS S.L. B; 44.000,00 ; 48.400,00 ; 4.400,00 ; 0,10 ;#�REF!; 2.143,00 ; 50.900 ;
NO CATALOGO;4;ELT;45000C;PICTURE CARDS ENG. TRAVELS S.L. C; 44.000,00 ; 48.400,00 ; 4.400,00 ; 0,10 ;#�REF!; 2.144,00 ; 50.900 ;
NO CATALOGO;4;ELT;45001A;ENG. TRAVELS LARGUE POSTER SET A UNIT 1; 85.000,00 ; 93.500,00 ; 8.500,00 ; 0,10 ;#�REF!; 2.145,00 ; 97.900 ;
NO CATALOGO;4;ELT;45001G;ENGLISH TRAVELS ABC -Teacher?s Guide+CD; 55.000,00 ; 60.500,00 ; 5.500,00 ; 0,10 ;#�REF!; 2.146,00 ; 63.900 ;
NO CATALOGO;4;ELT;45001L;ENG. TRAVELS LARGUE POSTER SET 1 UNIT 1; 47.000,00 ; 51.700,00 ; 4.700,00 ; 0,10 ;#�REF!; 2.147,00 ; 54.900 ;
NO CATALOGO;4;ELT;45001R;ENG. TRAVELS T.RESOURCE BOOK S.L. A-B-C; 58.000,00 ; 63.800,00 ; 5.800,00 ; 0,10 ;#�REF!; 2.148,00 ; 66.900 ;
NO CATALOGO;4;ELT;45002B;ENG. TRAVELS LARGUE POSTER SET B UNIT 1; 47.000,00 ; 51.700,00 ; 4.700,00 ; 0,10 ;#�REF!; 2.149,00 ; 54.900 ;
NO CATALOGO;4;ELT;45002L;ENG. TRAVELS LARGUE POSTER SET 2 UNIT 1; 47.000,00 ; 51.700,00 ; 4.700,00 ; 0,10 ;#�REF!; 2.150,00 ; 54.900 ;
NO CATALOGO;4;ELT;45003C;ENG. TRAVELS LARGUE POSTER SET C UNIT 1; 47.000,00 ; 51.700,00 ; 4.700,00 ; 0,10 ;#�REF!; 2.151,00 ; 54.900 ;
NO CATALOGO;4;ELT;45003L;ENG. TRAVELS LARGUE POSTER SET 3 UNIT 1; 47.000,00 ; 51.700,00 ; 4.700,00 ; 0,10 ;#�REF!; 2.152,00 ; 54.900 ;
NO CATALOGO;4;ELT;45004G;ENGLISH TRAVELS 1 -Teacher?s Guide + CD; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.153,00 ; 60.900 ;
NO CATALOGO;4;ELT;45004P;PRACTICE BOOK 1 ENGLISH TRAVELS; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.154,00 ; 27.900 ;
NO CATALOGO;4;ELT;45005G;ENGLISH TRAVELS 2 -Teacher?s Guide + CD; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.155,00 ; 60.900 ;
NO CATALOGO;4;ELT;45005P;PRACTICE BOOK 2 ENGLISH TRAVELS; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.156,00 ; 27.900 ;
NO CATALOGO;4;ELT;45006G;ENGLISH TRAVELS 3 -Teacher?s Guide + CD; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.157,00 ; 60.900 ;
NO CATALOGO;4;ELT;45006P;PRACTICE BOOK 3 ENGLISH TRAVELS; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.158,00 ; 27.900 ;
NO CATALOGO;4;ELT;45007G;ENGLISH TRAVELS 4 -Teacher?s Guide + CD; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.159,00 ; 60.900 ;
NO CATALOGO;4;ELT;45007P;PRACTICE BOOK 4 ENGLISH TRAVELS; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.160,00 ; 27.900 ;
NO CATALOGO;4;ELT;45008G;ENGLISH TRAVELS 5 -Teacher?s Guide + CD; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.161,00 ; 60.900 ;
NO CATALOGO;4;ELT;45008P;PRACTICE BOOK 5 ENGLISH TRAVELS; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.162,00 ; 27.900 ;
NO CATALOGO;4;ELT;45009G;ENGLISH TRAVELS 6 -Teacher?s Guide + CD; 21.000,00 ; 23.100,00 ; 2.100,00 ; 0,10 ;#�REF!; 2.163,00 ; 24.900 ;
NO CATALOGO;4;ELT;45009P;PRACTICE BOOK 6 ENGLISH TRAVELS; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.164,00 ; 27.900 ;
NO CATALOGO;4;ELT;45010A;ENG. TRAVELS WORKBOOK A Starter Level; 30.000,00 ; 33.000,00 ; 3.000,00 ; 0,10 ;#�REF!; 2.165,00 ; 34.900 ;
NO CATALOGO;4;ELT;45010B;ENG. TRAVELS WORKBOOK B Starter Level; 30.000,00 ; 33.000,00 ; 3.000,00 ; 0,10 ;#�REF!; 2.166,00 ; 34.900 ;
NO CATALOGO;4;ELT;45010C;ENG. TRAVELS WORKBOOK C Starter Level; 30.000,00 ; 33.000,00 ; 3.000,00 ; 0,10 ;#�REF!; 2.167,00 ; 34.900 ;
NO CATALOGO;4;ELT;45010D;CD-ROM ENG. TRAVELS PICT.CARDS L.1-2-3; 42.000,00 ; 46.200,00 ; 4.200,00 ; 0,10 ;#�REF!; 2.168,00 ; 48.900 ;
NO CATALOGO;4;ELT;45010P;PICTURE CARDS ENG. TRAVELS LEVEL 1-2-3; 68.000,00 ; 74.800,00 ; 6.800,00 ; 0,10 ;#�REF!; 2.169,00 ; 78.900 ;
NO CATALOGO;4;ELT;45011R;TEACHER?S RESOURCE BOOK LEVEL 1 BLAST; 64.000,00 ; 70.400,00 ; 6.400,00 ; 0,10 ;#�REF!; 2.170,00 ; 73.900 ;
NO CATALOGO;4;ELT;45012R;TEACHER?S RESOURCE BOOK LEVEL 2 BLAST; 64.000,00 ; 70.400,00 ; 6.400,00 ; 0,10 ;#�REF!; 2.171,00 ; 73.900 ;
NO CATALOGO;4;ELT;45013R;TEACHER?S RESOURCE BOOK LEVEL 3 BLAST; 64.000,00 ; 70.400,00 ; 6.400,00 ; 0,10 ;#�REF!; 2.172,00 ; 73.900 ;
NO CATALOGO;4;ELT;45014R;TEACHER?S RESOURCE BOOK LEVEL 4 BLAST; 64.000,00 ; 70.400,00 ; 6.400,00 ; 0,10 ;#�REF!; 2.173,00 ; 73.900 ;
NO CATALOGO;4;ELT;45015R;TEACHER?S RESOURCE BOOK LEVEL 5 BLAST; 64.000,00 ; 70.400,00 ; 6.400,00 ; 0,10 ;#�REF!; 2.174,00 ; 73.900 ;
NO CATALOGO;4;ELT;45016R;TEACHER?S RESOURCE BOOK LEVEL 6 BLAST; 64.000,00 ; 70.400,00 ; 6.400,00 ; 0,10 ;#�REF!; 2.175,00 ; 73.900 ;
NO CATALOGO;4;ELT;45250A;STARSHIP ENG. ACTIVITY B.STARTER S+CD-R; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.176,00 ; 27.900 ;
NO CATALOGO;4;ELT;45250F;STARSHIP ENG. FLASH CARDS STARTER S; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.177,00 ; 72.900 ;
NO CATALOGO;4;ELT;45250P;STARSHIP ENG.S TEACHER?S BOOK - PUPPET P; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.178,00 ; 72.900 ;
NO CATALOGO;4;ELT;45251A;STARSHIP ENGLISH 1 ACTIVITY BOOK +CD-R; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.179,00 ; 27.900 ;
NO CATALOGO;4;ELT;45251F;STARSHIP ENG. FLASH CARDS LEVEL 1; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.180,00 ; 72.900 ;
NO CATALOGO;4;ELT;45251P;STARSHIP ENG.1 TEACHER?S BOOK - PUPPET P; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.181,00 ; 72.900 ;
NO CATALOGO;4;ELT;45252A;STARSHIP ENGLISH 2 ACTIVITY BOOK +CD-ROM; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.182,00 ; 27.900 ;
NO CATALOGO;4;ELT;45252F;STARSHIP ENG. FLASH CARDS LEVEL 2; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.183,00 ; 72.900 ;
NO CATALOGO;4;ELT;45252P;STARSHIP ENG.2 TEACHER?S BOOK - PUPPET P; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.184,00 ; 72.900 ;
NO CATALOGO;4;ELT;45253A;STARSHIP ENGLISH 3 ACTIVITY BOOK +CD-ROM; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.185,00 ; 27.900 ;
NO CATALOGO;4;ELT;45253F;STARSHIP ENG. FLASH CARDS LEVEL 3; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.186,00 ; 72.900 ;
NO CATALOGO;4;ELT;45253P;STARSHIP ENG.3 TEACHER?S BOOK - PUPPET P; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.187,00 ; 72.900 ;
NO CATALOGO;4;ELT;45254A;STARSHIP ENGLISH 4 ACTIVITY BOOK +CD-ROM; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.188,00 ; 27.900 ;
NO CATALOGO;4;ELT;45254F;STARSHIP ENG. FLASH CARDS LEVEL 4; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.189,00 ; 72.900 ;
NO CATALOGO;4;ELT;45254P;STARSHIP ENG.4 TEACHER?S BOOK - PUPPET P; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.190,00 ; 72.900 ;
NO CATALOGO;4;ELT;45255A;STARSHIP ENGLISH 5 ACTIVITY BOOK +CD-ROM; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.191,00 ; 27.900 ;
NO CATALOGO;4;ELT;45255F;STARSHIP ENG. FLASH CARDS LEVEL 5; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.192,00 ; 72.900 ;
NO CATALOGO;4;ELT;45256A;STARSHIP ENGLISH 6 ACTIVITY BOOK +CD-ROM; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 2.193,00 ; 27.900 ;
NO CATALOGO;4;ELT;45256F;STARSHIP ENG. FLASH CARDS LEVEL 6; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.194,00 ; 72.900 ;
NO CATALOGO;4;ELT;45257P;STARSHIP ENG. SPACEMAN STAR PUPPET; 26.000,00 ; 28.600,00 ; 2.600,00 ; 0,10 ;#�REF!; 2.195,00 ; 29.900 ;
NO CATALOGO;4;ELT;45258P;STARSHIP ENG. PET STELLAR PUPPET; 63.000,00 ; 69.300,00 ; 6.300,00 ; 0,10 ;#�REF!; 2.196,00 ; 72.900 ;
NO CATALOGO;4;ELT;45260A;FAIRYLAND US 1 WORKBOOK; 50.000,00 ; 55.000,00 ; 5.000,00 ; 0,10 ;#�REF!; 2.197,00 ; 57.900 ;
NO CATALOGO;4;ELT;45261A;FAIRYLAND US 2 WORKBOOK; 50.000,00 ; 55.000,00 ; 5.000,00 ; 0,10 ;#�REF!; 2.198,00 ; 57.900 ;
NO CATALOGO;4;ELT;45262A;FAIRYLAND US 3 WORKBOOK; 50.000,00 ; 55.000,00 ; 5.000,00 ; 0,10 ;#�REF!; 2.199,00 ; 57.900 ;
NO CATALOGO;4;ELT;45263A;FAIRYLAND US 4 WORKBOOK; 50.000,00 ; 55.000,00 ; 5.000,00 ; 0,10 ;#�REF!; 2.200,00 ; 57.900 ;
NO CATALOGO;4;ELT;45264A;FAIRYLAND US 5 WORKBOOK; 50.000,00 ; 55.000,00 ; 5.000,00 ; 0,10 ;#�REF!; 2.201,00 ; 57.900 ;
NO CATALOGO;4;ELT;45265A;FAIRYLAND US 6 WORKBOOK; 50.000,00 ; 55.000,00 ; 5.000,00 ; 0,10 ;#�REF!; 2.202,00 ; 57.900 ;
NO CATALOGO;4;ELT;45270A;FORUM WORKBOOK STUDENT 1; 52.000,00 ; 57.200,00 ; 5.200,00 ; 0,10 ;#�REF!; 2.203,00 ; 59.900 ;
NO CATALOGO;4;ELT;45271A;FORUM WORKBOOK STUDENT 2; 52.000,00 ; 57.200,00 ; 5.200,00 ; 0,10 ;#�REF!; 2.204,00 ; 59.900 ;
NO CATALOGO;4;ELT;45506A;WORLD LINK INTRO A + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.205,00 ; 109.900 ;
NO CATALOGO;4;ELT;45506B;WORLD LINK INTRO B + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.206,00 ; 109.900 ;
NO CATALOGO;4;ELT;45506C;CLASSROOM AUDIO CDs WORLD LINK INTRO; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.207,00 ; 18.900 ;
NO CATALOGO;4;ELT;45506D;CLASSROOM DVD WORLD LINK INTRO 2aEDITION; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.208,00 ; 18.900 ;
NO CATALOGO;4;ELT;45506E;EXAMVIEW A. SUITE WORLD LINK I,1,2,3 2CD; 32.000,00 ; 35.200,00 ; 3.200,00 ; 0,10 ;#�REF!; 2.209,00 ; 36.900 ;
NO CATALOGO;4;ELT;45506I;INTERACTIVE P.T. CD-ROM WORLD LINK INTRO; 32.000,00 ; 35.200,00 ; 3.200,00 ; 0,10 ;#�REF!; 2.210,00 ; 36.900 ;
NO CATALOGO;4;ELT;45506L;LESSON PLANNER WORLD LINK INTRO 2aE+CD-R; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.211,00 ; 60.900 ;
NO CATALOGO;4;ELT;45506S;STUDENT CD-ROM WORLD LINK INTRO SECOND E; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.212,00 ; 18.900 ;
NO CATALOGO;4;ELT;45506W;WORKBOOK WORLD LINK INTRO SECOND EDITION; 59.000,00 ; 64.900,00 ; 5.900,00 ; 0,10 ;#�REF!; 2.213,00 ; 67.900 ;
NO CATALOGO;4;ELT;45507A;WORLD LINK 1A + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.214,00 ; 109.900 ;
NO CATALOGO;4;ELT;45507B;WORLD LINK 1B + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.215,00 ; 109.900 ;
NO CATALOGO;4;ELT;45507C;CLASSROOM AUDIO CDs WORLD LINK 1  D.E.F.; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.216,00 ; 18.900 ;
NO CATALOGO;4;ELT;45507D;CLASSROOM DVD WORLD LINK 1 SECOND EDITIO; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.217,00 ; 18.900 ;
NO CATALOGO;4;ELT;45507I;INTERACTIVE P.T. CD-ROM WORLD LINK 1 SEC; 32.000,00 ; 35.200,00 ; 3.200,00 ; 0,10 ;#�REF!; 2.218,00 ; 36.900 ;
NO CATALOGO;4;ELT;45507L;LESSON PLANNER WORLD LINK 1  2aE + CD-R; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.219,00 ; 60.900 ;
NO CATALOGO;4;ELT;45507P;ACCESS CARD FOR W. LINK 1 ONLINE WB; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.220,00 ; 18.900 ;
NO CATALOGO;4;ELT;45507W;WORKBOOK WORLD LINK 1 SECOND EDITION; 59.000,00 ; 64.900,00 ; 5.900,00 ; 0,10 ;#�REF!; 2.221,00 ; 67.900 ;
NO CATALOGO;4;ELT;45508A;WORLD LINK 2A + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.222,00 ; 109.900 ;
NO CATALOGO;4;ELT;45508B;WORLD LINK 2B + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.223,00 ; 109.900 ;
NO CATALOGO;4;ELT;45508C;CLASSROOM AUDIO CDs WORLD LINK 2  D.E.F.; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.224,00 ; 18.900 ;
NO CATALOGO;4;ELT;45508D;CLASSROOM DVD WORLD LINK 2 SECOND EDITIO; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.225,00 ; 18.900 ;
NO CATALOGO;4;ELT;45508I;INTERACTIVE P.T. CD-ROM WORLD LINK 2; 32.000,00 ; 35.200,00 ; 3.200,00 ; 0,10 ;#�REF!; 2.226,00 ; 36.900 ;
NO CATALOGO;4;ELT;45508L;LESSON PLANNER WORLD LINK 2  2aE + CD-R; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 2.227,00 ; 60.900 ;
NO CATALOGO;4;ELT;45508S;STUDENT CD-ROM WORLD LINK 2 SECOND EDITI; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.228,00 ; 18.900 ;
NO CATALOGO;4;ELT;45508W;WORKBOOK WORLD LINK 2 SECOND EDITION; 59.000,00 ; 64.900,00 ; 5.900,00 ; 0,10 ;#�REF!; 2.229,00 ; 67.900 ;
NO CATALOGO;4;ELT;45509A;WORLD LINK 3A + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.230,00 ; 109.900 ;
NO CATALOGO;4;ELT;45509B;WORLD LINK 3B + CD-R. COMBO SPLIT; 95.000,00 ; 104.500,00 ; 9.500,00 ; 0,10 ;#�REF!; 2.231,00 ; 109.900 ;
NO CATALOGO;4;ELT;45509C;CLASSROOM AUDIO CDs WORLD LINK 3  D.E.F.; 16.000,00 ; 17.600,00 ; 1.600,00 ; 0,10 ;#�REF!; 2.232,00 ; 18.900 ;
