LISTA;empresa;caregoria;codigo;titulo; P.V.P  ACT. ; NUEVO P.V.P ; INCREMENTO ; % INCREMENTO ;; CONSE ; PRECIO NUEVO ;
LISTA;4;LIB;50645;MARTIN FIERRO (2a EDICION); 33.000,00 ; 36.300,00 ; 3.300,00 ; 0,10 ;#�REF!; 1.195,00 ; 37.900 ;
LISTA;4;LIB;50646;NIEBLA (2a EDICION); 29.000,00 ; 31.900,00 ; 2.900,00 ; 0,10 ;#�REF!; 1.196,00 ; 33.900 ;
LISTA;4;LIB;50647;NINA DEL ARBOL (2a EDICION); 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.197,00 ; 39.900 ;
LISTA;4;LIB;50648;ORGULLO Y PREJUCIO (2a EDICION BOND); 41.000,00 ; 45.100,00 ; 4.100,00 ; 0,10 ;#�REF!; 1.198,00 ; 47.900 ;
LISTA;4;LIB;50649;OTRA VUELTA DE TUERCA (2a EDICION); 35.000,00 ; 38.500,00 ; 3.500,00 ; 0,10 ;#�REF!; 1.199,00 ; 40.900 ;
LISTA;4;LIB;50650;PAJARO DEL ALMA (2a EDICION); 33.000,00 ; 36.300,00 ; 3.300,00 ; 0,10 ;#�REF!; 1.200,00 ; 37.900 ;
LISTA;4;LIB;50651;PIEL DE ZAPA, LA; 38.000,00 ; 41.800,00 ; 3.800,00 ; 0,10 ;#�REF!; 1.201,00 ; 43.900 ;
LISTA;4;LIB;50652;POEMAS COMPLETOS (2a EDICION); 40.000,00 ; 44.000,00 ; 4.000,00 ; 0,10 ;#�REF!; 1.202,00 ; 46.900 ;
LISTA;4;LIB;50653;ROBINSON CRUSOE (NVO C.B.); 48.000,00 ; 52.800,00 ; 4.800,00 ; 0,10 ;#�REF!; 1.203,00 ; 55.900 ;
LISTA;4;LIB;50654;SOLO QUERIA SABER QUIEN ERAS; 41.000,00 ; 45.100,00 ; 4.100,00 ; 0,10 ;#�REF!; 1.204,00 ; 47.900 ;
LISTA;4;LIB;50655;TERRIBLE PROBLEMA DE MURCIELAGO, EL; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.205,00 ; 39.900 ;
LISTA;4;LIB;50656;TILIPITI-TILIPAN; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.206,00 ; 39.900 ;
LISTA;4;LIB;50657;DONA ROSITA Y DON COCOLICHE; 41.000,00 ; 45.100,00 ; 4.100,00 ; 0,10 ;#�REF!; 1.207,00 ; 47.900 ;
LISTA;4;LIB;50658;LA MADRE (BOND) 2a Edicion; 40.000,00 ; 44.000,00 ; 4.000,00 ; 0,10 ;#�REF!; 1.208,00 ; 46.900 ;
LISTA;4;LIB;50659;CUENTOS POLICIALES 2a Edicion; 37.000,00 ; 40.700,00 ; 3.700,00 ; 0,10 ;#�REF!; 1.209,00 ; 42.900 ;
LISTA;4;LIB;50660;PROMETEO ENCADENADO-LA ORESTE 2a Edicion; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.210,00 ; 39.900 ;
LISTA;4;LIB;50661;DONA ROSITA LA SOLTERA; 28.000,00 ; 30.800,00 ; 2.800,00 ; 0,10 ;#�REF!; 1.211,00 ; 32.900 ;
LISTA;4;LIB;50662;HOMBRE ARANA Y YO, EL; 46.000,00 ; 50.600,00 ; 4.600,00 ; 0,10 ;#�REF!; 1.212,00 ; 52.900 ;
LISTA;4;LIB;50663;CUANDO EL DIABLO ANDA SUELTO; 46.000,00 ; 50.600,00 ; 4.600,00 ; 0,10 ;#�REF!; 1.213,00 ; 52.900 ;
LISTA;4;LIB;50664;VIAJE PENDIENTE, UN; 49.000,00 ; 53.900,00 ; 4.900,00 ; 0,10 ;#�REF!; 1.214,00 ; 56.900 ;
LISTA;4;LIB;50665;CARTAS Y ENIGMAS; 49.000,00 ; 53.900,00 ; 4.900,00 ; 0,10 ;#�REF!; 1.215,00 ; 56.900 ;
LISTA;4;LIB;50666;VERSOS TRAVIESOS; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.216,00 ; 39.900 ;
LISTA;4;LIB;50667;VIDA SECRETA DE LOS OBJETOS, LA; 29.000,00 ; 31.900,00 ; 2.900,00 ; 0,10 ;#�REF!; 1.217,00 ; 33.900 ;
LISTA;4;LIB;50668;CLODOMIRO FERNANDEZ EL REY SIN CORONA; 38.000,00 ; 41.800,00 ; 3.800,00 ; 0,10 ;#�REF!; 1.218,00 ; 43.900 ;
LISTA;4;LIB;50669;TODO POR RINGO; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.219,00 ; 39.900 ;
LISTA;4;LIB;50670;PARA MATAR AL GUSANO; 24.000,00 ; 26.400,00 ; 2.400,00 ; 0,10 ;#�REF!; 1.220,00 ; 27.900 ;
LISTA;4;LIB;50671;VIAJE AL CENTRO DE LA T. col.Aventura; 33.000,00 ; 36.300,00 ; 3.300,00 ; 0,10 ;#�REF!; 1.221,00 ; 37.900 ;
LISTA;4;LIB;50672;POETAS MALDITOS, LOS.  ANTOLOGIA; 30.000,00 ; 33.000,00 ; 3.000,00 ; 0,10 ;#�REF!; 1.222,00 ; 34.900 ;
LISTA;4;LIB;50673;PRINCIPE, EL; 32.000,00 ; 35.200,00 ; 3.200,00 ; 0,10 ;#�REF!; 1.223,00 ; 36.900 ;
LISTA;4;LIB;50674;ANTIFAZ DE LOS BRISTOL, EL; 53.000,00 ; 58.300,00 ; 5.300,00 ; 0,10 ;#�REF!; 1.224,00 ; 60.900 ;
LISTA;4;LIB;50675;DIARIO DE ADA, EL; 38.000,00 ; 41.800,00 ; 3.800,00 ; 0,10 ;#�REF!; 1.225,00 ; 43.900 ;
LISTA;4;LIB;50676;QUISIERA QUE ME GUSTARAN...; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.226,00 ; 39.900 ;
LISTA;4;LIB;50677;DUENDE POETA, EL; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.227,00 ; 39.900 ;
LISTA;4;LIB;50678;SOMBRILLA DE CAROLA, LA; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.228,00 ; 39.900 ;
LISTA;4;LIB;50679;PELOTA AZUL, LA; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.229,00 ; 39.900 ;
LISTA;4;LIB;50680;OMBLIGO, EL; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.230,00 ; 39.900 ;
LISTA;4;LIB;50681;ALAS DE EMMA, LAS; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.231,00 ; 39.900 ;
LISTA;4;LIB;50682;CONFUNDIDO; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.232,00 ; 39.900 ;
LISTA;4;LIB;50683;ECONOMIA POLITICA; 50.000,00 ; 55.000,00 ; 5.000,00 ; 0,10 ;#�REF!; 1.233,00 ; 57.900 ;
LISTA;4;LIB;50684;ESTOY HARTA DE TODOS; 44.000,00 ; 48.400,00 ; 4.400,00 ; 0,10 ;#�REF!; 1.234,00 ; 50.900 ;
LISTA;4;LIB;50685;MOTIVOS DEL SON - SONGORO COSONGO; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.235,00 ; 39.900 ;
LISTA;4;LIB;50686;ELOGIO DE LA LOCURA; 18.000,00 ; 19.800,00 ; 1.800,00 ; 0,10 ;#�REF!; 1.236,00 ; 20.900 ;
LISTA;4;LIB;50687;PEDRO APRENDE A VOLAR; 41.000,00 ; 45.100,00 ; 4.100,00 ; 0,10 ;#�REF!; 1.237,00 ; 47.900 ;
LISTA;4;LIB;50688;PATA DE MONSTRUO; 38.000,00 ; 41.800,00 ; 3.800,00 ; 0,10 ;#�REF!; 1.238,00 ; 43.900 ;
LISTA;4;LIB;50689;XIMENA Y LOS CUENTOS; 41.000,00 ; 45.100,00 ; 4.100,00 ; 0,10 ;#�REF!; 1.239,00 ; 47.900 ;
LISTA;4;LIB;50690;CUARTO DE JUEGOS, EL; 41.000,00 ; 45.100,00 ; 4.100,00 ; 0,10 ;#�REF!; 1.240,00 ; 47.900 ;
LISTA;4;LIB;50691;PUEBLO DE LOCOS; 38.000,00 ; 41.800,00 ; 3.800,00 ; 0,10 ;#�REF!; 1.241,00 ; 43.900 ;
LISTA;4;LIB;50692;VALLE DE LOS SIETE COLORES, EL; 49.000,00 ; 53.900,00 ; 4.900,00 ; 0,10 ;#�REF!; 1.242,00 ; 56.900 ;
LISTA;4;LIB;50693;"ALFONSO, ""EL GATO FAMILIAR"""; 40.000,00 ; 44.000,00 ; 4.000,00 ; 0,10 ;#�REF!; 1.243,00 ; 46.900 ;
LISTA;4;LIB;50694;CUATRO ESTACIONES, LAS; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.244,00 ; 39.900 ;
LISTA;4;LIB;50695;ASI NACIO EL BOSQUE; 34.000,00 ; 37.400,00 ; 3.400,00 ; 0,10 ;#�REF!; 1.245,00 ; 39.900 ;
LISTA;4;LIB;50696;CARLOS EL TITIRITERO; 41.000,00 ; 45.100,00 ; 4.100,00 ; 0,10 ;#�REF!; 1.246,00 ; 47.900 ;
LISTA;4;LIB;50697;NUEVE MESES; 27.000,00 ; 29.700,00 ; 2.700,00 ; 0,10 ;#�REF!; 1.247,00 ; 31.900 ;
LISTA;4;LIB;50698;TODO LO QUE TU NECESITAS ES AMOR; 44.000,00 ; 48.400,00 ; 4.400,00 ; 0,10 ;#�REF!; 1.248,00 ; 50.900 ;
LISTA;4;LIB;50699;DIECISIETE BALLENAS EN UNA PECERA; 51.000,00 ; 56.100,00 ; 5.100,00 ; 0,10 ;#�REF!; 1.249,00 ; 58.900 ;
LISTA;4;LIB;50700;TOMAS Y LOS TRES INVISIBLES; 29.000,00 ; 31.900,00 ; 2.900,00 ; 0,10 ;#�REF!; 1.250,00 ; 33.900 ;
LISTA;4;LIB;50710;UTOPIA    Antares; 28.000,00 ; 30.800,00 ; 2.800,00 ; 0,10 ;#�REF!; 1.251,00 ; 32.900 ;
LISTA;4;LIB;50711;JAVIER, JUAN Y YO; 51.000,00 ; 56.100,00 ; 5.100,00 ; 0,10 ;#�REF!; 1.252,00 ; 58.900 ;
LISTA;4;LIB;50712;LE PREGUNTARE CUAL ES SU NOMBRE; 51.000,00 ; 56.100,00 ; 5.100,00 ; 0,10 ;#�REF!; 1.253,00 ; 58.900 ;
LISTA;4;LIB;50713;COMO DOS GOTAS DE AGUA; 49.000,00 ; 53.900,00 ; 4.900,00 ; 0,10 ;#�REF!; 1.254,00 ; 56.900 ;
LISTA;4;LIB;50714;CLUB DE LAS CORALITO, EL; 51.000,00 ; 56.100,00 ; 5.100,00 ; 0,10 ;#�REF!; 1.255,00 ; 58.900 ;
LISTA;4;LIB;50723;A ESCENA  CINCO PIEZAS TEATRALES; 44.000,00 ; 48.400,00 ; 4.400,00 ; 0,10 ;#�REF!; 1.256,00 ; 50.900 ;
LISTA;2;TEX;1001;FORMACION DE LA AFECTIVIDAD A; 44.000,00 ; 46.600,00 ; 2.600,00 ; 0,06 ;#�REF!; 419,00 ; 46.900 ;
LISTA;2;TEX;1014;ABRAPALABRA INICIAL; 78.000,00 ; 82.700,00 ; 4.700,00 ; 0,06 ;#�REF!; 420,00 ; 82.900 ;
LISTA;2;TEX;1017;AVENTURAS DE COLORES; 64.000,00 ; 67.800,00 ; 3.800,00 ; 0,06 ;#�REF!; 421,00 ; 67.900 ;
LISTA;2;TEX;1022;MATEMATICA INTEGRA INICIAL; 91.000,00 ; 96.500,00 ; 5.500,00 ; 0,06 ;#�REF!; 422,00 ; 96.900 ;
LISTA;2;TEX;1026;BURBUJAS A PARVULOS LIB.INTEGRADO+INGLES; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 423,00 ; 86.900 ;
LISTA;2;TEX;1027;BURBUJAS B PRE-JARDIN + CARTILLA PRELECT; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 424,00 ; 86.900 ;
LISTA;2;TEX;1028;BURBUJAS C JARDIN + CARTILLA PRELECTURA; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 425,00 ; 86.900 ;
LISTA;2;TEX;1036;EXPRESATE MATEMATICAS INICIAL + C.A.; 108.000,00 ; 114.500,00 ; 6.500,00 ; 0,06 ;#�REF!; 426,00 ; 117.900 ;
LISTA;2;TEX;1038;BURBUJAS D TRANSICION + CARTILLA PRELECT; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 427,00 ; 86.900 ;
LISTA;2;TEX;1044;ENLACE MATEMATICAS INICIAL; 77.000,00 ; 81.600,00 ; 4.600,00 ; 0,06 ;#�REF!; 428,00 ; 81.900 ;
LISTA;2;TEX;1052;FORMACION DE LA AFECTIVIDAD B N.EDICION; 44.000,00 ; 46.600,00 ; 2.600,00 ; 0,06 ;#�REF!; 429,00 ; 46.900 ;
LISTA;2;TEX;1056;RINGLETE A TEXTO; 98.000,00 ; 103.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 430,00 ; 103.900 ;
LISTA;2;TEX;1057;RINGLETE  B + 2 CARTILLAS; 98.000,00 ; 103.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 431,00 ; 109.900 ;
LISTA;2;TEX;1064;NUEVO ENLACE LENGUAJE INICIAL + CUENTO + FIC; 93.000,00 ; 98.600,00 ; 5.600,00 ; 0,06 ;#�REF!; 432,00 ; 98.900 ;
LISTA;2;TEX;1066;RINGLETE  C + 2 CARTILLAS; 98.000,00 ; 103.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 433,00 ; 109.900 ;
LISTA;2;TEX;1067;RINGLETE  D + 2 CARTILLAS; 98.000,00 ; 103.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 434,00 ; 109.900 ;
LISTA;2;TEX;1078;EXPRESATE LENGUAJE INICIAL + CARTILLA + LIBRO LEC; 108.000,00 ; 114.500,00 ; 6.500,00 ; 0,06 ;#�REF!; 435,00 ; 117.900 ;
LISTA;2;TEX;1091;A CREAR 1; 48.000,00 ; 50.900,00 ; 2.900,00 ; 0,06 ;#�REF!; 436,00 ; 50.900 ;
LISTA;2;TEX;1092;A CREAR 2; 48.000,00 ; 50.900,00 ; 2.900,00 ; 0,06 ;#�REF!; 437,00 ; 50.900 ;
LISTA;2;TEX;1093;A CREAR 3; 48.000,00 ; 50.900,00 ; 2.900,00 ; 0,06 ;#�REF!; 438,00 ; 50.900 ;
LISTA;2;TEX;1094;A CREAR 4; 48.000,00 ; 50.900,00 ; 2.900,00 ; 0,06 ;#�REF!; 439,00 ; 50.900 ;
LISTA;2;TEX;1095;A CREAR 5; 48.000,00 ; 50.900,00 ; 2.900,00 ; 0,06 ;#�REF!; 440,00 ; 50.900 ;
LISTA;2;TEX;1096;GIRA GIRA A LIBRO INTERACTIVO; 88.000,00 ; 93.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 441,00 ; 93.900 ;
LISTA;2;TEX;1097;GIRA GIRA B    LIBRO INTERACTIVO; 88.000,00 ; 93.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 442,00 ; 93.900 ;
LISTA;2;TEX;1098;GIRA GIRA C LIBRO INTERACTIVO; 88.000,00 ; 93.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 443,00 ; 93.900 ;
LISTA;2;TEX;1099;GIRA GIRA D   LIBRO INTERACTIVO; 88.000,00 ; 93.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 444,00 ; 93.900 ;
LISTA;2;TEX;1107;LENGUAJE COMPLEMENTA 1. GUIA; 16.000,00 ; 17.000,00 ; 1.000,00 ; 0,06 ;#�REF!; 445,00 ; 17.900 ;
LISTA;2;TEX;1108;LENGUAJE COMPLEMENTA 2. GUIA; 16.000,00 ; 17.000,00 ; 1.000,00 ; 0,06 ;#�REF!; 446,00 ; 17.900 ;
LISTA;2;TEX;1109;LENGUAJE COMPLEMENTA 3. GUIA; 16.000,00 ; 17.000,00 ; 1.000,00 ; 0,06 ;#�REF!; 447,00 ; 17.900 ;
LISTA;2;TEX;1110;LENGUAJE COMPLEMENTA 4. GUIA; 16.000,00 ; 17.000,00 ; 1.000,00 ; 0,06 ;#�REF!; 448,00 ; 17.900 ;
LISTA;2;TEX;1111;LENGUAJE COMPLEMENTA 5. GUIA; 16.000,00 ; 17.000,00 ; 1.000,00 ; 0,06 ;#�REF!; 449,00 ; 17.900 ;
LISTA;2;TEX;1126;COMPETENCIAS COMUNICATIVAS #1; 46.000,00 ; 48.800,00 ; 2.800,00 ; 0,06 ;#�REF!; 450,00 ; 49.900 ;
LISTA;2;TEX;1127;COMPETENCIAS COMUNICATIVAS #2; 46.000,00 ; 48.800,00 ; 2.800,00 ; 0,06 ;#�REF!; 451,00 ; 49.900 ;
LISTA;2;TEX;1128;COMPETENCIAS COMUNICATIVAS #3; 46.000,00 ; 48.800,00 ; 2.800,00 ; 0,06 ;#�REF!; 452,00 ; 49.900 ;
LISTA;2;TEX;1129;COMPETENCIAS COMUNICATIVAS #4; 46.000,00 ; 48.800,00 ; 2.800,00 ; 0,06 ;#�REF!; 453,00 ; 49.900 ;
LISTA;2;TEX;1130;COMPETENCIAS COMUNICATIVAS #5; 46.000,00 ; 48.800,00 ; 2.800,00 ; 0,06 ;#�REF!; 454,00 ; 49.900 ;
LISTA;2;TEX;1131;ENLACE LENGUAJE 1; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 455,00 ; 104.900 ;
LISTA;2;TEX;1132;ENLACE LENGUAJE 2; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 456,00 ; 104.900 ;
LISTA;2;TEX;1133;ENLACE LENGUAJE 3; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 457,00 ; 104.900 ;
LISTA;2;TEX;1134;ENLACE LENGUAJE 4; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 458,00 ; 104.900 ;
LISTA;2;TEX;1135;ENLACE LENGUAJE 5; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 459,00 ; 104.900 ;
LISTA;2;TEX;1176;ABRAPALABRA # 1.; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 460,00 ; 86.900 ;
LISTA;2;TEX;1177;ABRAPALABRA # 2.; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 461,00 ; 86.900 ;
LISTA;2;TEX;1178;ABRAPALABRA # 3.; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 462,00 ; 86.900 ;
LISTA;2;TEX;1179;ABRAPALABRA # 4.; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 463,00 ; 86.900 ;
LISTA;2;TEX;1180;ABRAPALABRA # 5.; 82.000,00 ; 86.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 464,00 ; 86.900 ;
LISTA;2;TEX;1216;LIBRO DEL GRAN ARTISTA PRIMER GRADO; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 465,00 ; 54.900 ;
LISTA;2;TEX;1217;LIBRO DEL GRAN ARTISTA SEGUNDO GRADO; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 466,00 ; 54.900 ;
LISTA;2;TEX;1218;LIBRO DEL GRAN ARTISTA TERCER GRADO; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 467,00 ; 54.900 ;
LISTA;2;TEX;1219;LIBRO DEL GRAN ARTISTA CUARTO GRADO; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 468,00 ; 54.900 ;
LISTA;2;TEX;1220;LIBRO DEL GRAN ARTISTA QUINTO GRADO; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 469,00 ; 54.900 ;
LISTA;2;TEX;1221;EXPRESATE LECTOR A; 81.000,00 ; 85.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 470,00 ; 94.900 ;
LISTA;2;TEX;1222;EXPRESATE LECTOR B; 81.000,00 ; 85.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 471,00 ; 94.900 ;
LISTA;2;TEX;1223;EXPRESATE LECTOR C; 81.000,00 ; 85.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 472,00 ; 94.900 ;
LISTA;2;TEX;1224;EXPRESATE LECTOR D; 81.000,00 ; 85.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 473,00 ; 94.900 ;
LISTA;2;TEX;1225;EXPRESATE LECTOR E; 81.000,00 ; 85.900,00 ; 4.900,00 ; 0,06 ;#�REF!; 474,00 ; 94.900 ;
LISTA;2;TEX;1226;NUEVO INTEGRADO 1 CUATRO AREAS; 89.000,00 ; 94.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 475,00 ; 96.900 ;
LISTA;2;TEX;1227;NUEVO INTEGRADO 2 CUATRO AREAS; 89.000,00 ; 94.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 476,00 ; 96.900 ;
LISTA;2;TEX;1228;NUEVO INTEGRADO 3 CUATRO AREAS; 89.000,00 ; 94.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 477,00 ; 96.900 ;
LISTA;2;TEX;1229;NUEVO INTEGRADO 4 CUATRO AREAS; 89.000,00 ; 94.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 478,00 ; 96.900 ;
LISTA;2;TEX;1230;NUEVO INTEGRADO 5 CUATRO AREAS; 89.000,00 ; 94.300,00 ; 5.300,00 ; 0,06 ;#�REF!; 479,00 ; 96.900 ;
LISTA;2;TEX;1236;ENLACE LECTOR 1 COMP. LECTURA Y PROD. TE; 64.900,00 ; 68.800,00 ; 3.900,00 ; 0,06 ;#�REF!; 480,00 ; 74.900 ;
LISTA;2;TEX;1237;ENLACE LECTOR 2 COMP. LECTURA Y PROD. TE; 64.900,00 ; 68.800,00 ; 3.900,00 ; 0,06 ;#�REF!; 481,00 ; 74.900 ;
LISTA;2;TEX;1238;ENLACE LECTOR 3 COMP. LECTURA Y PROD. TE; 64.900,00 ; 68.800,00 ; 3.900,00 ; 0,06 ;#�REF!; 482,00 ; 74.900 ;
LISTA;2;TEX;1239;ENLACE LECTOR 4 COMP. LECTURA Y PROD. TE; 64.900,00 ; 68.800,00 ; 3.900,00 ; 0,06 ;#�REF!; 483,00 ; 74.900 ;
LISTA;2;TEX;1240;ENLACE LECTOR 5 COMP. LECTURA Y PROD. TE; 64.900,00 ; 68.800,00 ; 3.900,00 ; 0,06 ;#�REF!; 484,00 ; 74.900 ;
LISTA;2;TEX;1256;INTEGRADO BI-AREAS 1; 62.000,00 ; 65.700,00 ; 3.700,00 ; 0,06 ;#�REF!; 485,00 ; 68.900 ;
LISTA;2;TEX;1257;INTEGRADO BI-AREAS 2; 62.000,00 ; 65.700,00 ; 3.700,00 ; 0,06 ;#�REF!; 486,00 ; 68.900 ;
LISTA;2;TEX;1258;INTEGRADO BI-AREAS 3; 62.000,00 ; 65.700,00 ; 3.700,00 ; 0,06 ;#�REF!; 487,00 ; 68.900 ;
LISTA;2;TEX;1259;INTEGRADO BI-AREAS 4; 62.000,00 ; 65.700,00 ; 3.700,00 ; 0,06 ;#�REF!; 488,00 ; 68.900 ;
LISTA;2;TEX;1260;INTEGRADO BI-AREAS 5; 62.000,00 ; 65.700,00 ; 3.700,00 ; 0,06 ;#�REF!; 489,00 ; 68.900 ;
LISTA;2;TEX;1276;INTEGRADO 4A 1 (LENG.C-MAT-C.SOC.-C.NAT); 81.900,00 ; 86.800,00 ; 4.900,00 ; 0,06 ;#�REF!; 490,00 ; 88.900 ;
LISTA;2;TEX;1277;INTEGRADO 4A 2 (LENG.C-MAT-C.SOC.-C.NAT); 81.900,00 ; 86.800,00 ; 4.900,00 ; 0,06 ;#�REF!; 491,00 ; 88.900 ;
LISTA;2;TEX;1278;INTEGRADO 4A 3 (LENG.C-MAT-C.SOC.-C.NAT); 81.900,00 ; 86.800,00 ; 4.900,00 ; 0,06 ;#�REF!; 492,00 ; 88.900 ;
LISTA;2;TEX;1279;INTEGRADO 4A 4 (LENG.C-MAT-C.SOC.-C.NAT); 81.900,00 ; 86.800,00 ; 4.900,00 ; 0,06 ;#�REF!; 493,00 ; 88.900 ;
LISTA;2;TEX;1280;INTEGRADO 4A 5 (LENG.C-MAT-C.SOC.-C.NAT); 81.900,00 ; 86.800,00 ; 4.900,00 ; 0,06 ;#�REF!; 494,00 ; 88.900 ;
LISTA;2;TEX;1281;NUEVO ENLACE LENGUAJE 1; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 495,00 ; 104.900 ;
LISTA;2;TEX;1282;NUEVO ENLACE LENGUAJE 2; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 496,00 ; 104.900 ;
LISTA;2;TEX;1283;NUEVO ENLACE LENGUAJE 3; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 497,00 ; 104.900 ;
LISTA;2;TEX;1284;NUEVO ENLACE LENGUAJE 4; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 498,00 ; 104.900 ;
LISTA;2;TEX;1285;NUEVO ENLACE LENGUAJE 5; 99.000,00 ; 104.900,00 ; 5.900,00 ; 0,06 ;#�REF!; 499,00 ; 104.900 ;
LISTA;2;TEX;1286;EXPRESATE 1 LENGUAJE; 108.000,00 ; 114.500,00 ; 6.500,00 ; 0,06 ;#�REF!; 500,00 ; 114.900 ;
LISTA;2;TEX;1287;EXPRESATE 2 LENGUAJE; 108.000,00 ; 114.500,00 ; 6.500,00 ; 0,06 ;#�REF!; 501,00 ; 114.900 ;
LISTA;2;TEX;1288;EXPRESATE 3 LENGUAJE; 108.000,00 ; 114.500,00 ; 6.500,00 ; 0,06 ;#�REF!; 502,00 ; 114.900 ;
LISTA;2;TEX;1289;EXPRESATE 4 LENGUAJE; 108.000,00 ; 114.500,00 ; 6.500,00 ; 0,06 ;#�REF!; 503,00 ; 114.900 ;
LISTA;2;TEX;1290;EXPRESATE 5 LENGUAJE; 108.000,00 ; 114.500,00 ; 6.500,00 ; 0,06 ;#�REF!; 504,00 ; 114.900 ;
LISTA;2;TEX;1291;LENGUAJE COMPRENDE 1; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 505,00 ; 59.900 ;
LISTA;2;TEX;1292;LENGUAJE COMPRENDE 2; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 506,00 ; 59.900 ;
LISTA;2;TEX;1293;LENGUAJE COMPRENDE 3; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 507,00 ; 59.900 ;
LISTA;2;TEX;1294;LENGUAJE COMPRENDE 4; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 508,00 ; 59.900 ;
LISTA;2;TEX;1295;LENGUAJE COMPRENDE 5; 50.000,00 ; 53.000,00 ; 3.000,00 ; 0,06 ;#�REF!; 509,00 ; 59.900 ;
LISTA;2;TEX;1306;MATEMATICA INTEGRA 1 LIBRO INTERACTIVO; 95.000,00 ; 100.700,00 ; 5.700,00 ; 0,06 ;#�REF!; 510,00 ; 100.900 ;
